Index,ID,DAY,Grupe.ID,Grupe.nr_persoane,Grupe.speciality,LANGUAGE,NO_LESSONS_IN_2_WEEKS,PAIR,Profesori.ID,Profesori.NAME,SEMESTER,SUBJECT,TYPE
942,11,SATURDAY,1,31,AI-231,ro,2,7,11,Ian Gibbs,1,Fizica,practica
1044,11,SATURDAY,1,31,AI-231,ro,2,1,128,Maren Sparks,1,Fizica,lab
1045,11,SATURDAY,1,31,AI-231,ro,2,2,128,Maren Sparks,1,Fizica,lab
1046,11,SATURDAY,1,31,AI-231,ro,2,4,128,Maren Sparks,1,Fizica,lab
1047,11,SATURDAY,1,31,AI-231,ro,2,6,128,Maren Sparks,1,Fizica,lab
1048,11,SATURDAY,1,31,AI-231,ro,2,7,128,Maren Sparks,1,Fizica,lab
385,3,SATURDAY,1,31,AI-231,ro,2,1,3,Karlas Nasar,1,ALGA,teorie
386,3,SATURDAY,1,31,AI-231,ro,2,2,3,Karlas Nasar,1,ALGA,teorie
387,3,SATURDAY,1,31,AI-231,ro,2,3,3,Karlas Nasar,1,ALGA,teorie
388,3,SATURDAY,1,31,AI-231,ro,2,4,3,Karlas Nasar,1,ALGA,teorie
389,3,SATURDAY,1,31,AI-231,ro,2,5,3,Karlas Nasar,1,ALGA,teorie
390,3,SATURDAY,1,31,AI-231,ro,2,6,3,Karlas Nasar,1,ALGA,teorie
391,3,SATURDAY,1,31,AI-231,ro,2,7,3,Karlas Nasar,1,ALGA,teorie
511,3,SATURDAY,1,31,AI-231,ro,1,1,3,Karlas Nasar,1,ALGA,practica
512,3,SATURDAY,1,31,AI-231,ro,1,2,3,Karlas Nasar,1,ALGA,practica
513,3,SATURDAY,1,31,AI-231,ro,1,3,3,Karlas Nasar,1,ALGA,practica
514,3,SATURDAY,1,31,AI-231,ro,1,4,3,Karlas Nasar,1,ALGA,practica
515,3,SATURDAY,1,31,AI-231,ro,1,5,3,Karlas Nasar,1,ALGA,practica
516,3,SATURDAY,1,31,AI-231,ro,1,6,3,Karlas Nasar,1,ALGA,practica
517,3,SATURDAY,1,31,AI-231,ro,1,7,3,Karlas Nasar,1,ALGA,practica
1710,39,SATURDAY,1,31,AI-231,ro,2,1,39,Blaise Bates,1,L. Engleză 1-2,practica
1711,39,SATURDAY,1,31,AI-231,ro,2,2,39,Blaise Bates,1,L. Engleză 1-2,practica
1712,39,SATURDAY,1,31,AI-231,ro,2,3,39,Blaise Bates,1,L. Engleză 1-2,practica
1713,39,SATURDAY,1,31,AI-231,ro,2,5,39,Blaise Bates,1,L. Engleză 1-2,practica
1714,39,SATURDAY,1,31,AI-231,ro,2,6,39,Blaise Bates,1,L. Engleză 1-2,practica
1715,39,SATURDAY,1,31,AI-231,ro,2,7,39,Blaise Bates,1,L. Engleză 1-2,practica
1111,4,SATURDAY,1,31,AI-231,ro,2,1,4,Michael Phelps,1,PC,teorie
1112,4,SATURDAY,1,31,AI-231,ro,2,2,4,Michael Phelps,1,PC,teorie
1113,4,SATURDAY,1,31,AI-231,ro,2,3,4,Michael Phelps,1,PC,teorie
1114,4,SATURDAY,1,31,AI-231,ro,2,4,4,Michael Phelps,1,PC,teorie
1115,4,SATURDAY,1,31,AI-231,ro,2,5,4,Michael Phelps,1,PC,teorie
1116,4,SATURDAY,1,31,AI-231,ro,2,6,4,Michael Phelps,1,PC,teorie
1117,4,SATURDAY,1,31,AI-231,ro,2,7,4,Michael Phelps,1,PC,teorie
1174,4,SATURDAY,1,31,AI-231,ro,2,1,4,Michael Phelps,1,PC,practica
1175,4,SATURDAY,1,31,AI-231,ro,2,2,4,Michael Phelps,1,PC,practica
1176,4,SATURDAY,1,31,AI-231,ro,2,3,4,Michael Phelps,1,PC,practica
1177,4,SATURDAY,1,31,AI-231,ro,2,4,4,Michael Phelps,1,PC,practica
1178,4,SATURDAY,1,31,AI-231,ro,2,5,4,Michael Phelps,1,PC,practica
1179,4,SATURDAY,1,31,AI-231,ro,2,6,4,Michael Phelps,1,PC,practica
1180,4,SATURDAY,1,31,AI-231,ro,2,7,4,Michael Phelps,1,PC,practica
1241,4,SATURDAY,1,31,AI-231,ro,2,1,121,Hakeem Davenport,1,PC,lab
1242,4,SATURDAY,1,31,AI-231,ro,2,2,121,Hakeem Davenport,1,PC,lab
1243,4,SATURDAY,1,31,AI-231,ro,2,3,121,Hakeem Davenport,1,PC,lab
1244,4,SATURDAY,1,31,AI-231,ro,2,4,121,Hakeem Davenport,1,PC,lab
1245,4,SATURDAY,1,31,AI-231,ro,2,5,121,Hakeem Davenport,1,PC,lab
1246,4,SATURDAY,1,31,AI-231,ro,2,6,121,Hakeem Davenport,1,PC,lab
1247,4,SATURDAY,1,31,AI-231,ro,2,7,121,Hakeem Davenport,1,PC,lab
1781,40,SATURDAY,1,31,AI-231,ro,2,3,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
1782,40,SATURDAY,1,31,AI-231,ro,2,6,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
1783,40,SATURDAY,1,31,AI-231,ro,2,7,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
1312,5,SATURDAY,1,31,AI-231,ro,2,1,5,Usain Bold,1,PSA,teorie
1313,5,SATURDAY,1,31,AI-231,ro,2,2,5,Usain Bold,1,PSA,teorie
1314,5,SATURDAY,1,31,AI-231,ro,2,3,5,Usain Bold,1,PSA,teorie
1315,5,SATURDAY,1,31,AI-231,ro,2,4,5,Usain Bold,1,PSA,teorie
1316,5,SATURDAY,1,31,AI-231,ro,2,5,5,Usain Bold,1,PSA,teorie
1317,5,SATURDAY,1,31,AI-231,ro,2,6,5,Usain Bold,1,PSA,teorie
1318,5,SATURDAY,1,31,AI-231,ro,2,7,5,Usain Bold,1,PSA,teorie
1375,5,SATURDAY,1,31,AI-231,ro,1,1,5,Usain Bold,1,PSA,practica
1376,5,SATURDAY,1,31,AI-231,ro,1,2,5,Usain Bold,1,PSA,practica
1377,5,SATURDAY,1,31,AI-231,ro,1,3,5,Usain Bold,1,PSA,practica
1378,5,SATURDAY,1,31,AI-231,ro,1,4,5,Usain Bold,1,PSA,practica
1379,5,SATURDAY,1,31,AI-231,ro,1,5,5,Usain Bold,1,PSA,practica
1380,5,SATURDAY,1,31,AI-231,ro,1,6,5,Usain Bold,1,PSA,practica
1381,5,SATURDAY,1,31,AI-231,ro,1,7,5,Usain Bold,1,PSA,practica
1438,5,SATURDAY,1,31,AI-231,ro,1,1,122,Adrianna Zimmerman,1,PSA,lab
1439,5,SATURDAY,1,31,AI-231,ro,1,2,122,Adrianna Zimmerman,1,PSA,lab
1440,5,SATURDAY,1,31,AI-231,ro,1,3,122,Adrianna Zimmerman,1,PSA,lab
1441,5,SATURDAY,1,31,AI-231,ro,1,6,122,Adrianna Zimmerman,1,PSA,lab
1442,5,SATURDAY,1,31,AI-231,ro,1,7,122,Adrianna Zimmerman,1,PSA,lab
4289,3,SATURDAY,10,24,IA-233,ro,2,1,3,Karlas Nasar,1,ALGA,teorie
4290,3,SATURDAY,10,24,IA-233,ro,2,2,3,Karlas Nasar,1,ALGA,teorie
4291,3,SATURDAY,10,24,IA-233,ro,2,3,3,Karlas Nasar,1,ALGA,teorie
4292,3,SATURDAY,10,24,IA-233,ro,2,4,3,Karlas Nasar,1,ALGA,teorie
4293,3,SATURDAY,10,24,IA-233,ro,2,5,3,Karlas Nasar,1,ALGA,teorie
4294,3,SATURDAY,10,24,IA-233,ro,2,6,3,Karlas Nasar,1,ALGA,teorie
4295,3,SATURDAY,10,24,IA-233,ro,2,7,3,Karlas Nasar,1,ALGA,teorie
4331,3,SATURDAY,10,24,IA-233,ro,1,1,3,Karlas Nasar,1,ALGA,practica
4332,3,SATURDAY,10,24,IA-233,ro,1,2,3,Karlas Nasar,1,ALGA,practica
4333,3,SATURDAY,10,24,IA-233,ro,1,3,3,Karlas Nasar,1,ALGA,practica
4334,3,SATURDAY,10,24,IA-233,ro,1,4,3,Karlas Nasar,1,ALGA,practica
4335,3,SATURDAY,10,24,IA-233,ro,1,5,3,Karlas Nasar,1,ALGA,practica
4336,3,SATURDAY,10,24,IA-233,ro,1,6,3,Karlas Nasar,1,ALGA,practica
4337,3,SATURDAY,10,24,IA-233,ro,1,7,3,Karlas Nasar,1,ALGA,practica
4569,39,SATURDAY,10,24,IA-233,ro,2,1,39,Blaise Bates,1,L. Engleză 1-2,practica
4570,39,SATURDAY,10,24,IA-233,ro,2,2,39,Blaise Bates,1,L. Engleză 1-2,practica
4571,39,SATURDAY,10,24,IA-233,ro,2,3,39,Blaise Bates,1,L. Engleză 1-2,practica
4572,39,SATURDAY,10,24,IA-233,ro,2,5,39,Blaise Bates,1,L. Engleză 1-2,practica
4573,39,SATURDAY,10,24,IA-233,ro,2,6,39,Blaise Bates,1,L. Engleză 1-2,practica
4574,39,SATURDAY,10,24,IA-233,ro,2,7,39,Blaise Bates,1,L. Engleză 1-2,practica
4352,4,SATURDAY,10,24,IA-233,ro,2,1,4,Michael Phelps,1,PC,teorie
4353,4,SATURDAY,10,24,IA-233,ro,2,2,4,Michael Phelps,1,PC,teorie
4354,4,SATURDAY,10,24,IA-233,ro,2,3,4,Michael Phelps,1,PC,teorie
4355,4,SATURDAY,10,24,IA-233,ro,2,4,4,Michael Phelps,1,PC,teorie
4356,4,SATURDAY,10,24,IA-233,ro,2,5,4,Michael Phelps,1,PC,teorie
4357,4,SATURDAY,10,24,IA-233,ro,2,6,4,Michael Phelps,1,PC,teorie
4358,4,SATURDAY,10,24,IA-233,ro,2,7,4,Michael Phelps,1,PC,teorie
4373,4,SATURDAY,10,24,IA-233,ro,2,1,4,Michael Phelps,1,PC,practica
4374,4,SATURDAY,10,24,IA-233,ro,2,2,4,Michael Phelps,1,PC,practica
4375,4,SATURDAY,10,24,IA-233,ro,2,3,4,Michael Phelps,1,PC,practica
4376,4,SATURDAY,10,24,IA-233,ro,2,4,4,Michael Phelps,1,PC,practica
4377,4,SATURDAY,10,24,IA-233,ro,2,5,4,Michael Phelps,1,PC,practica
4378,4,SATURDAY,10,24,IA-233,ro,2,6,4,Michael Phelps,1,PC,practica
4379,4,SATURDAY,10,24,IA-233,ro,2,7,4,Michael Phelps,1,PC,practica
4398,4,SATURDAY,10,24,IA-233,ro,2,1,121,Hakeem Davenport,1,PC,lab
4399,4,SATURDAY,10,24,IA-233,ro,2,2,121,Hakeem Davenport,1,PC,lab
4400,4,SATURDAY,10,24,IA-233,ro,2,3,121,Hakeem Davenport,1,PC,lab
4401,4,SATURDAY,10,24,IA-233,ro,2,4,121,Hakeem Davenport,1,PC,lab
4402,4,SATURDAY,10,24,IA-233,ro,2,5,121,Hakeem Davenport,1,PC,lab
4403,4,SATURDAY,10,24,IA-233,ro,2,6,121,Hakeem Davenport,1,PC,lab
4404,4,SATURDAY,10,24,IA-233,ro,2,7,121,Hakeem Davenport,1,PC,lab
4590,40,SATURDAY,10,24,IA-233,ro,2,3,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
4591,40,SATURDAY,10,24,IA-233,ro,2,6,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
4592,40,SATURDAY,10,24,IA-233,ro,2,7,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
4489,5,SATURDAY,10,24,IA-233,ro,2,1,5,Usain Bold,1,PSA,teorie
4490,5,SATURDAY,10,24,IA-233,ro,2,2,5,Usain Bold,1,PSA,teorie
4491,5,SATURDAY,10,24,IA-233,ro,2,3,5,Usain Bold,1,PSA,teorie
4492,5,SATURDAY,10,24,IA-233,ro,2,4,5,Usain Bold,1,PSA,teorie
4493,5,SATURDAY,10,24,IA-233,ro,2,5,5,Usain Bold,1,PSA,teorie
4494,5,SATURDAY,10,24,IA-233,ro,2,6,5,Usain Bold,1,PSA,teorie
4495,5,SATURDAY,10,24,IA-233,ro,2,7,5,Usain Bold,1,PSA,teorie
4510,5,SATURDAY,10,24,IA-233,ro,1,1,5,Usain Bold,1,PSA,practica
4511,5,SATURDAY,10,24,IA-233,ro,1,2,5,Usain Bold,1,PSA,practica
4512,5,SATURDAY,10,24,IA-233,ro,1,3,5,Usain Bold,1,PSA,practica
4513,5,SATURDAY,10,24,IA-233,ro,1,4,5,Usain Bold,1,PSA,practica
4514,5,SATURDAY,10,24,IA-233,ro,1,5,5,Usain Bold,1,PSA,practica
4515,5,SATURDAY,10,24,IA-233,ro,1,6,5,Usain Bold,1,PSA,practica
4516,5,SATURDAY,10,24,IA-233,ro,1,7,5,Usain Bold,1,PSA,practica
4531,5,SATURDAY,10,24,IA-233,ro,1,1,122,Adrianna Zimmerman,1,PSA,lab
4532,5,SATURDAY,10,24,IA-233,ro,1,2,122,Adrianna Zimmerman,1,PSA,lab
4533,5,SATURDAY,10,24,IA-233,ro,1,3,122,Adrianna Zimmerman,1,PSA,lab
4534,5,SATURDAY,10,24,IA-233,ro,1,6,122,Adrianna Zimmerman,1,PSA,lab
4535,5,SATURDAY,10,24,IA-233,ro,1,7,122,Adrianna Zimmerman,1,PSA,lab
4628,3,SATURDAY,11,19,IA-234,ru,2,1,3,Karlas Nasar,1,ALGA,teorie
4629,3,SATURDAY,11,19,IA-234,ru,2,2,3,Karlas Nasar,1,ALGA,teorie
4630,3,SATURDAY,11,19,IA-234,ru,2,3,3,Karlas Nasar,1,ALGA,teorie
4631,3,SATURDAY,11,19,IA-234,ru,2,4,3,Karlas Nasar,1,ALGA,teorie
4632,3,SATURDAY,11,19,IA-234,ru,2,5,3,Karlas Nasar,1,ALGA,teorie
4633,3,SATURDAY,11,19,IA-234,ru,2,6,3,Karlas Nasar,1,ALGA,teorie
4634,3,SATURDAY,11,19,IA-234,ru,2,7,3,Karlas Nasar,1,ALGA,teorie
4670,3,SATURDAY,11,19,IA-234,ru,1,1,3,Karlas Nasar,1,ALGA,practica
4671,3,SATURDAY,11,19,IA-234,ru,1,2,3,Karlas Nasar,1,ALGA,practica
4672,3,SATURDAY,11,19,IA-234,ru,1,3,3,Karlas Nasar,1,ALGA,practica
4673,3,SATURDAY,11,19,IA-234,ru,1,4,3,Karlas Nasar,1,ALGA,practica
4674,3,SATURDAY,11,19,IA-234,ru,1,5,3,Karlas Nasar,1,ALGA,practica
4675,3,SATURDAY,11,19,IA-234,ru,1,6,3,Karlas Nasar,1,ALGA,practica
4676,3,SATURDAY,11,19,IA-234,ru,1,7,3,Karlas Nasar,1,ALGA,practica
4929,37,SATURDAY,11,19,IA-234,ru,2,6,37,Denver Arellano,1,L. Română,practica
4908,39,SATURDAY,11,19,IA-234,ru,2,1,39,Blaise Bates,1,L. Engleză 1-2,practica
4909,39,SATURDAY,11,19,IA-234,ru,2,2,39,Blaise Bates,1,L. Engleză 1-2,practica
4910,39,SATURDAY,11,19,IA-234,ru,2,3,39,Blaise Bates,1,L. Engleză 1-2,practica
4911,39,SATURDAY,11,19,IA-234,ru,2,5,39,Blaise Bates,1,L. Engleză 1-2,practica
4912,39,SATURDAY,11,19,IA-234,ru,2,6,39,Blaise Bates,1,L. Engleză 1-2,practica
4913,39,SATURDAY,11,19,IA-234,ru,2,7,39,Blaise Bates,1,L. Engleză 1-2,practica
4691,4,SATURDAY,11,19,IA-234,ru,2,1,4,Michael Phelps,1,PC,teorie
4692,4,SATURDAY,11,19,IA-234,ru,2,2,4,Michael Phelps,1,PC,teorie
4693,4,SATURDAY,11,19,IA-234,ru,2,3,4,Michael Phelps,1,PC,teorie
4694,4,SATURDAY,11,19,IA-234,ru,2,4,4,Michael Phelps,1,PC,teorie
4695,4,SATURDAY,11,19,IA-234,ru,2,5,4,Michael Phelps,1,PC,teorie
4696,4,SATURDAY,11,19,IA-234,ru,2,6,4,Michael Phelps,1,PC,teorie
4697,4,SATURDAY,11,19,IA-234,ru,2,7,4,Michael Phelps,1,PC,teorie
4712,4,SATURDAY,11,19,IA-234,ru,2,1,4,Michael Phelps,1,PC,practica
4713,4,SATURDAY,11,19,IA-234,ru,2,2,4,Michael Phelps,1,PC,practica
4714,4,SATURDAY,11,19,IA-234,ru,2,3,4,Michael Phelps,1,PC,practica
4715,4,SATURDAY,11,19,IA-234,ru,2,4,4,Michael Phelps,1,PC,practica
4716,4,SATURDAY,11,19,IA-234,ru,2,5,4,Michael Phelps,1,PC,practica
4717,4,SATURDAY,11,19,IA-234,ru,2,6,4,Michael Phelps,1,PC,practica
4718,4,SATURDAY,11,19,IA-234,ru,2,7,4,Michael Phelps,1,PC,practica
4737,4,SATURDAY,11,19,IA-234,ru,2,1,121,Hakeem Davenport,1,PC,lab
4738,4,SATURDAY,11,19,IA-234,ru,2,2,121,Hakeem Davenport,1,PC,lab
4739,4,SATURDAY,11,19,IA-234,ru,2,3,121,Hakeem Davenport,1,PC,lab
4740,4,SATURDAY,11,19,IA-234,ru,2,4,121,Hakeem Davenport,1,PC,lab
4741,4,SATURDAY,11,19,IA-234,ru,2,5,121,Hakeem Davenport,1,PC,lab
4742,4,SATURDAY,11,19,IA-234,ru,2,6,121,Hakeem Davenport,1,PC,lab
4743,4,SATURDAY,11,19,IA-234,ru,2,7,121,Hakeem Davenport,1,PC,lab
4945,40,SATURDAY,11,19,IA-234,ru,2,3,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
4946,40,SATURDAY,11,19,IA-234,ru,2,6,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
4947,40,SATURDAY,11,19,IA-234,ru,2,7,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
4828,5,SATURDAY,11,19,IA-234,ru,2,1,5,Usain Bold,1,PSA,teorie
4829,5,SATURDAY,11,19,IA-234,ru,2,2,5,Usain Bold,1,PSA,teorie
4830,5,SATURDAY,11,19,IA-234,ru,2,3,5,Usain Bold,1,PSA,teorie
4831,5,SATURDAY,11,19,IA-234,ru,2,4,5,Usain Bold,1,PSA,teorie
4832,5,SATURDAY,11,19,IA-234,ru,2,5,5,Usain Bold,1,PSA,teorie
4833,5,SATURDAY,11,19,IA-234,ru,2,6,5,Usain Bold,1,PSA,teorie
4834,5,SATURDAY,11,19,IA-234,ru,2,7,5,Usain Bold,1,PSA,teorie
4849,5,SATURDAY,11,19,IA-234,ru,1,1,5,Usain Bold,1,PSA,practica
4850,5,SATURDAY,11,19,IA-234,ru,1,2,5,Usain Bold,1,PSA,practica
4851,5,SATURDAY,11,19,IA-234,ru,1,3,5,Usain Bold,1,PSA,practica
4852,5,SATURDAY,11,19,IA-234,ru,1,4,5,Usain Bold,1,PSA,practica
4853,5,SATURDAY,11,19,IA-234,ru,1,5,5,Usain Bold,1,PSA,practica
4854,5,SATURDAY,11,19,IA-234,ru,1,6,5,Usain Bold,1,PSA,practica
4855,5,SATURDAY,11,19,IA-234,ru,1,7,5,Usain Bold,1,PSA,practica
4870,5,SATURDAY,11,19,IA-234,ru,1,1,122,Adrianna Zimmerman,1,PSA,lab
4871,5,SATURDAY,11,19,IA-234,ru,1,2,122,Adrianna Zimmerman,1,PSA,lab
4872,5,SATURDAY,11,19,IA-234,ru,1,3,122,Adrianna Zimmerman,1,PSA,lab
4873,5,SATURDAY,11,19,IA-234,ru,1,6,122,Adrianna Zimmerman,1,PSA,lab
4874,5,SATURDAY,11,19,IA-234,ru,1,7,122,Adrianna Zimmerman,1,PSA,lab
4983,3,SATURDAY,12,11,IA-235,ru,2,1,3,Karlas Nasar,1,ALGA,teorie
4984,3,SATURDAY,12,11,IA-235,ru,2,2,3,Karlas Nasar,1,ALGA,teorie
4985,3,SATURDAY,12,11,IA-235,ru,2,3,3,Karlas Nasar,1,ALGA,teorie
4986,3,SATURDAY,12,11,IA-235,ru,2,4,3,Karlas Nasar,1,ALGA,teorie
4987,3,SATURDAY,12,11,IA-235,ru,2,5,3,Karlas Nasar,1,ALGA,teorie
4988,3,SATURDAY,12,11,IA-235,ru,2,6,3,Karlas Nasar,1,ALGA,teorie
4989,3,SATURDAY,12,11,IA-235,ru,2,7,3,Karlas Nasar,1,ALGA,teorie
5025,3,SATURDAY,12,11,IA-235,ru,1,1,3,Karlas Nasar,1,ALGA,practica
5026,3,SATURDAY,12,11,IA-235,ru,1,2,3,Karlas Nasar,1,ALGA,practica
5027,3,SATURDAY,12,11,IA-235,ru,1,3,3,Karlas Nasar,1,ALGA,practica
5028,3,SATURDAY,12,11,IA-235,ru,1,4,3,Karlas Nasar,1,ALGA,practica
5029,3,SATURDAY,12,11,IA-235,ru,1,5,3,Karlas Nasar,1,ALGA,practica
5030,3,SATURDAY,12,11,IA-235,ru,1,6,3,Karlas Nasar,1,ALGA,practica
5031,3,SATURDAY,12,11,IA-235,ru,1,7,3,Karlas Nasar,1,ALGA,practica
5284,37,SATURDAY,12,11,IA-235,ru,2,6,37,Denver Arellano,1,L. Română,practica
5263,39,SATURDAY,12,11,IA-235,ru,2,1,39,Blaise Bates,1,L. Engleză 1-2,practica
5264,39,SATURDAY,12,11,IA-235,ru,2,2,39,Blaise Bates,1,L. Engleză 1-2,practica
5265,39,SATURDAY,12,11,IA-235,ru,2,3,39,Blaise Bates,1,L. Engleză 1-2,practica
5266,39,SATURDAY,12,11,IA-235,ru,2,5,39,Blaise Bates,1,L. Engleză 1-2,practica
5267,39,SATURDAY,12,11,IA-235,ru,2,6,39,Blaise Bates,1,L. Engleză 1-2,practica
5268,39,SATURDAY,12,11,IA-235,ru,2,7,39,Blaise Bates,1,L. Engleză 1-2,practica
5046,4,SATURDAY,12,11,IA-235,ru,2,1,4,Michael Phelps,1,PC,teorie
5047,4,SATURDAY,12,11,IA-235,ru,2,2,4,Michael Phelps,1,PC,teorie
5048,4,SATURDAY,12,11,IA-235,ru,2,3,4,Michael Phelps,1,PC,teorie
5049,4,SATURDAY,12,11,IA-235,ru,2,4,4,Michael Phelps,1,PC,teorie
5050,4,SATURDAY,12,11,IA-235,ru,2,5,4,Michael Phelps,1,PC,teorie
5051,4,SATURDAY,12,11,IA-235,ru,2,6,4,Michael Phelps,1,PC,teorie
5052,4,SATURDAY,12,11,IA-235,ru,2,7,4,Michael Phelps,1,PC,teorie
5067,4,SATURDAY,12,11,IA-235,ru,2,1,4,Michael Phelps,1,PC,practica
5068,4,SATURDAY,12,11,IA-235,ru,2,2,4,Michael Phelps,1,PC,practica
5069,4,SATURDAY,12,11,IA-235,ru,2,3,4,Michael Phelps,1,PC,practica
5070,4,SATURDAY,12,11,IA-235,ru,2,4,4,Michael Phelps,1,PC,practica
5071,4,SATURDAY,12,11,IA-235,ru,2,5,4,Michael Phelps,1,PC,practica
5072,4,SATURDAY,12,11,IA-235,ru,2,6,4,Michael Phelps,1,PC,practica
5073,4,SATURDAY,12,11,IA-235,ru,2,7,4,Michael Phelps,1,PC,practica
5092,4,SATURDAY,12,11,IA-235,ru,2,1,121,Hakeem Davenport,1,PC,lab
5093,4,SATURDAY,12,11,IA-235,ru,2,2,121,Hakeem Davenport,1,PC,lab
5094,4,SATURDAY,12,11,IA-235,ru,2,3,121,Hakeem Davenport,1,PC,lab
5095,4,SATURDAY,12,11,IA-235,ru,2,4,121,Hakeem Davenport,1,PC,lab
5096,4,SATURDAY,12,11,IA-235,ru,2,5,121,Hakeem Davenport,1,PC,lab
5097,4,SATURDAY,12,11,IA-235,ru,2,6,121,Hakeem Davenport,1,PC,lab
5098,4,SATURDAY,12,11,IA-235,ru,2,7,121,Hakeem Davenport,1,PC,lab
5300,40,SATURDAY,12,11,IA-235,ru,2,3,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
5301,40,SATURDAY,12,11,IA-235,ru,2,6,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
5302,40,SATURDAY,12,11,IA-235,ru,2,7,40,Madilyn Ramsey,1,Ed. Fizică 1-2,practica
5183,5,SATURDAY,12,11,IA-235,ru,2,1,5,Usain Bold,1,PSA,teorie
5184,5,SATURDAY,12,11,IA-235,ru,2,2,5,Usain Bold,1,PSA,teorie
5185,5,SATURDAY,12,11,IA-235,ru,2,3,5,Usain Bold,1,PSA,teorie
5186,5,SATURDAY,12,11,IA-235,ru,2,4,5,Usain Bold,1,PSA,teorie
5187,5,SATURDAY,12,11,IA-235,ru,2,5,5,Usain Bold,1,PSA,teorie
5188,5,SATURDAY,12,11,IA-235,ru,2,6,5,Usain Bold,1,PSA,teorie
5189,5,SATURDAY,12,11,IA-235,ru,2,7,5,Usain Bold,1,PSA,teorie
5204,5,SATURDAY,12,11,IA-235,ru,1,1,5,Usain Bold,1,PSA,practica
5205,5,SATURDAY,12,11,IA-235,ru,1,2,5,Usain Bold,1,PSA,practica
5206,5,SATURDAY,12,11,IA-235,ru,1,3,5,Usain Bold,1,PSA,practica
5207,5,SATURDAY,12,11,IA-235,ru,1,4,5,Usain Bold,1,PSA,practica
5208,5,SATURDAY,12,11,IA-235,ru,1,5,5,Usain Bold,1,PSA,practica
5209,5,SATURDAY,12,11,IA-235,ru,1,6,5,Usain Bold,1,PSA,practica
5210,5,SATURDAY,12,11,IA-235,ru,1,7,5,Usain Bold,1,PSA,practica
5225,5,SATURDAY,12,11,IA-235,ru,1,1,122,Adrianna Zimmerman,1,PSA,lab
5226,5,SATURDAY,12,11,IA-235,ru,1,2,122,Adrianna Zimmerman,1,PSA,lab
5227,5,SATURDAY,12,11,IA-235,ru,1,3,122,Adrianna Zimmerman,1,PSA,lab
5228,5,SATURDAY,12,11,IA-235,ru,1,6,122,Adrianna Zimmerman,1,PSA,lab
5229,5,SATURDAY,12,11,IA-235,ru,1,7,122,Adrianna Zimmerman,1,PSA,lab
5338,3,SATURDAY,13,31,SD-231,ro,2,1,3,Karlas Nasar,1,ALGA,teorie
5339,3,SATURDAY,13,31,SD-231,ro,2,2,3,Karlas Nasar,1,ALGA,teorie
5340,3,SATURDAY,13,31,SD-231,ro,2,3,3,Karlas Nasar,1,ALGA,teorie
5341,3,SATURDAY,13,31,SD-231,ro,2,4,3,Karlas Nasar,1,ALGA,teorie
5342,3,SATURDAY,13,31,SD-231,ro,2,5,3,Karlas Nasar,1,ALGA,teorie
5343,3,SATURDAY,13,31,SD-231,ro,2,6,3,Karlas Nasar,1,ALGA,teorie
5344,3,SATURDAY,13,31,SD-231,ro,2,7,3,Karlas Nasar,1,ALGA,teorie
5380,3,SATURDAY,13,31,SD-231,ro,1,1,3,Karlas Nasar,1,ALGA,practica
5381,3,SATURDAY,13,31,SD-231,ro,1,2,3,Karlas Nasar,1,ALGA,practica
5382,3,SATURDAY,13,31,SD-231,ro,1,3,3,Karlas Nasar,1,ALGA,practica
5383,3,SATURDAY,13,31,SD-231,ro,1,4,3,Karlas Nasar,1,ALGA,practica
5384,3,SATURDAY,13,31,SD-231,ro,1,5,3,Karlas Nasar,1,ALGA,practica
5385,3,SATURDAY,13,31,SD-231,ro,1,6,3,Karlas Nasar,1,ALGA,practica
5386,3,SATURDAY,13,31,SD-231,ro,1,7,3,Karlas Nasar,1,ALGA,practica
5618,39,SATURDAY,13,31,SD-231,ro,2,1,39,Blaise Bates,1,L. Engleză 1-2,practica
5619,39,SATURDAY,13,31,SD-231,ro,2,2,39,Blaise Bates,1,L. Engleză 1-2,practica
5620,39,SATURDAY,13,31,SD-231,ro,2,3,39,Blaise Bates,1,L. Engleză 1-2,practica
5621,39,SATURDAY,13,31,SD-231,ro,2,5,39,Blaise Bates,1,L. Engleză 1-2,practica
5622,39,SATURDAY,13,31,SD-231,ro,2,6,39,Blaise Bates,1,L. Engleză 1-2,practica
5623,39,SATURDAY,13,31,SD-231,ro,2,7,39,Blaise Bates,1,L. Engleză 1-2,practica
5401,4,SATURDAY,13,31,SD-231,ro,2,1,4,Michael Phelps,1,PC,teorie
5402,4,SATURDAY,13,31,SD-231,ro,2,2,4,Michael Phelps,1,PC,teorie
5403,4,SATURDAY,13,31,SD-231,ro,2,3,4,Michael Phelps,1,PC,teorie
